DESCRIPTION,NAME,ID,LOCALE
Auffällige und stilvolle Magazindatei aus schlagfestem Polystyrol.,Kunststoff Schreibtisch-Ordner - Grün,a299b598-bce2-3fcc-8017-e1f54a6d9dce,de
"Supreme Batterieladegerät: Lädt AA, AAA, wiederaufladbare Batterien schnell und zuverlässig; Batterien nicht enthalten.",Universal-Ladestecker,a2d9963d-ed92-3307-ab1d-403855e7fec9,de
Hält bis zu 4x länger als Standard-Alkali. Die Ergebnisse variieren je nach Gerät. Bis zu 5 Jahre Gesamtnutzungsdauer der Batterie bei typischen Nutzungsmustern; kann bis zu 1000 mal aufgeladen werden; Der Ladevorgang dauert bis zu 12 Monate. geeignet für alle Geräte und Anlässe; Die Batterien sind vorgeladen.,Wiederaufladbare AA-Batterien - Packung,a331db13-5168-3374-a427-be4cd11be071,de
Klassischer Klammerentferner in leuchtendem Rot; entfernt leicht Heftklammern und Stifte; sicher und einfach mit konturiertem Griff zu bedienen.,Klammerentferner,a35b1d64-54eb-3dc6-a0e4-6913633b805a,de
Packung mit 3 Designer-Kleiderhaken. Robuste Edelstahlhaken in stilvoller Form.,Designer Kleiderhaken - 3er-Packung,a376e380-00e8-3d90-ba9f-c332c2df0f28,de
"Klassische große Büroklammern (50 mm) in hoher Qualität, um Ihre wichtigen Dokumente zusammen zu halten und zu organisieren. Gutes Preis-Leistungs-Paket mit 100 Büroklammern.",Draht-Büroklammern 50mm - Silber - Packung mit 100 Stück,a518c3a8-af8b-3877-819a-9392782d0c20,de
Zwischenablage mit PVC-Abdeckung und Metallclip.,Klemmbrett - Sortiert - Packung mit 4 Stück,a5941b81-5a6c-3ad0-81bf-06d50851ea8a,de
"Set aus hochwertigen Kleiderbügeln mit beschichteter Oberfläche, Hosenbügel - rutschfest. Superschlankes Design - platzsparend - Die Haken können um 360 Grad gedreht werden, praktisch für verschiedene Raumsituationen. Material: ABS (Kunststoff); Farbe: sortiert (je 2 Stück pink, grau, blaugrün, schwarz).",Kleiderbügel,a6756d40-792e-34c9-8b2e-df3acb0c54b4,de
"Mit 6-lagigen Bindfäden ist dieses Seil stark und langlebig. Sie müssen sich keine Sorgen machen, dass die Gegenstände durch das Bündeln und Aufhängen beschädigt werden. GRÖSSE: 6fach 100 m mit einem Durchmesser von 0,091 Zoll (2,32 mm) und einem Gewicht von 7,6 Unzen (216 g); GARANTIE: Wir bieten 100% Geld-zurück-Garantie.",Starkes Industrieseil - 100m,a8469b8d-80ae-36b6-b6bd-8fe5d34dc381,de
Sicherheitsausweishalter mit Namensschild und 850-mm-Rolle - Packung mit 10 Stück; Abzeichen aus weißem starkem Acryl; für ID-Karten BxH 90x54mm Ausweisrollenlänge: 85cm.,"Ausweishalter, einziehbar - 10er-Packung",a879e1b2-64d6-3545-8f62-932bf0009aae,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Rosa - 250 Blatt,a9c4b7cb-c39a-3f91-bf5f-3e654e8ba857,de
"Klassischer Textmarker zum Markieren von Text und Hervorheben wichtiger Informationen. Die Meißelspitze bietet 2 Linienbreiten von 2 und 5 mm für eine Reihe von Aufgaben wie Schreiben, Unterstreichen oder Hervorheben. Flacher Lauf, der nicht wegrollt. Bis zu 4 Stunden Cap-Off-Zeit; Markieren Sie bis zu 375 m; Tinte auf Wasserbasis; Leicht nachfüllbar.",Textmarker - Rosa,aa4074a6-facd-3f53-8c47-994fb02e1ecd,de
Wertvolles stapelbares Papierfach.,Briefablage - Schwarz,ab0a547c-4653-3bb3-ae93-7713f64f7801,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Hellgrün - 250 Blatt,adc56781-fd97-3d5f-835d-21237e23daa2,de
"Selbstklebende, repositionierbare Noten, die auf praktisch jeder Oberfläche haften bleiben; Abmessungen: 7,6 cm x 7,6 cm (3 in x 3 in); Packung mit 8 Pads: je zwei Pads in Neongelb und Neongrün und je ein Pad in Ultrablau, Neonorange, Ultrafuchsia und Neonpink; Jede Packung enthält 90 Blatt.",Haftnotizen - Sortiert - Packung mit 8 Stück,ae2a6152-3a60-34a5-a449-319b1be2e733,de
Zwischenablage mit PVC-Abdeckung und Metallclip.,Klemmbrett - Türkis,ae4f9d81-77d7-35e8-b886-8a981e6f538f,de
Hochwertiges Metall Nr. 56 Heftklammern (26 / 6mm) - Schachtel mit 5000 Stück.,Hochwertige Nr. 56 Heftklammern (26/6mm) - Karton mit 5000 Stück,ae8efaf6-45b8-382b-9d14-567b99681bb0,de
"Klassische Schreibtischlampe mit flexiblem Schwenkarm, mit der Sie das Licht auf Ihre Seiten, Bücher und Bildschirme richten können. LED-Lampe mit sehr geringem Stromverbrauch; 30.000h Lebensdauer 8W, 750 Lumen; Flexibel und klein; Farbe: Silber.",Tischlampe,b1267ac4-21d2-30bb-bbe0-4977ba73d90d,de
"Hochwertige Hochleistungs-Entnahmebox aus Doppelwellpappe, ideal für schwere oder zerbrechliche Güter; Die Box ist einfach zu konstruieren und sicher verschlossen, es wird kein Klebeband benötigt. klare Beschriftungsbereiche und praktische vorgestanzte Griffe; flach verpackt in 10er Packungen; 400 x 320 x 330 mm.",Umzugslagerkästen - 10er-Packung,b200ba62-05c8-3d92-9201-1cde381eb410,de
Stylischer Bürostifthalter aus Edelstahl mit kratzfester Gummibasis für bis zu 40 Stifte; Zylindrische Ausführung; es lebe garantiert.,Premium Bleistifthalterung,b364569a-4467-302b-99a1-e6613ba64486,de
Ungefährliches Trockenwisch-Reinigungsspray für alle Plattenoberflächen; 250ml.,Whiteboard Trockenreinigungs-Pumpspray - 250ml,b4cce702-583f-352f-bce7-f7461776867c,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle zwei Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 2 Schubladen,b56810ea-a9ea-306a-b868-17f485e398c3,de
"Exklusives, leichtes Whiteboard zum Trockenwischen mit haltbarem Aluminiumrahmen.",Trocken abwischbares Whiteboard,b68484ee-655e-3709-87dc-5e5a60f398b4,de
Schreibtischspender in modernem Design mit auffälligem rot-schwarzem Kontrast; Leicht zu beladen mit beschwerter Basis für einfaches einhändiges Spenden. Rutschfester Boden; Einschließlich 12 Rollen klares Klebeband von hoher Qualität; Für Bänder mit einer Breite von bis zu 25 mm und einer Länge von bis zu 66 m.,Desktop-Klebebandabroller - Kapazität 25 mm Breite mit 12 Rollen Klebeband klar,b7e45e2e-8d50-34b3-ba1e-69fece91dcd3,de
"Diese Schreibtischlampe von Unilux ist schwarz und dank des flexiblen Arms kann die Lampe einfach so eingestellt werden, dass das Licht genau dorthin fällt, wo es benötigt wird.",Tischlampe,b878819c-4dc4-328f-8f53-aba0e35588de,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Dunkelblau - 250 Blatt,b8bf28a2-5980-331e-a79b-09fb58cb9ca6,de
Stoßfester Briefkasten aus Polystyrol in attraktiven leuchtenden Farben und modernem Design.,Briefablage - Orange,bafb1952-8c02-3f77-972a-5d5258a98e58,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Druckerpapier - Hellblau - 250 Blatt,bc095c95-5f03-3c8f-ac9b-f1407ad10225,de
"Robuster Kunststoffkanister-Einlochspitzer für Standardstifte mit einem Durchmesser von 8 mm und einer scharfen Klinge, die eine präzise Spitze erzeugt.",Einloch-Bleistiftspitzer - Blau,bc724ace-e4e2-36e1-b4b5-89216c7de2c2,de
"Premium-laminierte Hebelfeile mit Rückenetikett, zwei Metallringen und verriegelbarer Kompressorstange; Verstärkte Unterkante; Daumenloch aus Metall zum einfachen Abrufen aus den Regalen; Rückenbreite: 80mm.",Aktenordner - Schwarz,bc7a11db-dfbc-3c54-b7fb-87184a4ecf40,de
"Stilvoller Aktenschrank aus starkem ABS-Material, ungiftig, geruchsneutral, feuchtigkeitsbeständig und korrosionsbeständig; Schubladen haben eine Öffnungserweiterung von 100%, die einen einfachen Zugriff auf alle Dateien ermöglicht. Akzeptiert foolscap-Suspendierungsdateien; Die Zentralverriegelung sichert alle vier Schubladen mit einem einzigen Schlüssel. Lieferung mit zwei Schlüsseln; Intelligente bündige Griffe und angepasster Etikettenhalter; 3 leuchtende Farben.",Aktenschrank - 4 Schubladen,be7cbdf5-5fcc-30be-b9bf-31c7d691507a,de
"Guter Wert drahtgebundener Notizblock (seitlich gebunden); hochwertiges weißes 80 g / m_-Papier; schwaches Urteil; Vier-Loch-Lochung zum einfachen Ablegen; Papierformat: A4 (210 x 297 mm), Seite perforiert, 14 mm Einzug, herausgerissene Seite schmaler; 200 Seiten (100 Blatt) pro Block.",Drahtgebundener Notizblock - Lineal - 10er-Packung,c0c43197-e4c9-3d15-8fe9-81704a496536,de
"Moderner, ansprechender Besucherstuhl; Sitz in lebendigen Farben auf einem attraktiven, leichten Holz- und Metallgestell; Dank der robusten Nylon-Sitzstruktur ist der Stuhl leicht zu reinigen. Idealer Besucher- und Arbeitsstuhl; Diese Stühle sind stapelbar und werden in 4er-Packs geliefert. Stilvoll, praktisch und komfortabel.",Stapelstuhl - Schwarz,c0ce7a1b-9920-3503-8672-5607d3b78e76,de
"Transparente Handstretchfolie, die von Hand aufgetragen wird; Wird zum sicheren Umwickeln verwendet. Hält die Ware während der Lagerung und des Transports fest auf den Paletten.",Palettenstretch-Schrumpffolie - Klarsichtfolie,c4f89f04-d675-318c-9372-2d804674f2e2,de
"Vorbefeuchtete Antistatiktücher für allgemeine Zwecke. Geeignet für den Einsatz auf allen Bildschirmen, Gehäusen, Tastaturen usw. Nicht gefährlich / biologisch abbaubar. Nicht brennbar. Geeignet für alle Bildschirme, Gehäuse, Tastaturen usw. Antistatisch. Hautverträglich. Feuchttücher in einer Wanne mit 100 Stück erhältlich.",Bildschirmreinigungstücher,c5417761-be84-3fa3-bf98-59df1ba13e19,de
Markante und stilvolle Magazin-Datei aus schlagfestem Polystyrol.,Kunststoff Schreibtisch-Ordner - Blau,c6407dae-3422-3bcf-ab5d-b0ef5c4d4926,de
"Kraftpapier für Verpackungen aus strapazierfähigem 70 g / m_-Papier, das so stark ist, dass Sie sich darauf verlassen können, dass die Artikel sicher eingepackt sind. Senden Sie große Artikel in braunem Kraftpapier verpackt in den Posteingang, um sie vor möglichen Beschädigungen während des Lieferprozesses zu schützen. Größe: 500 mm x 25 m; Farbe: braun.",Kraftpapier-Verpackungsrolle,c7beceaa-32a6-302a-8a89-6a68de2c7185,de
"Selbstklebende repositionierbare Noten in Sternform in 4 leuchtenden Farben (Neongrün, Pink, Blau und Orange); 20 Blumen pro Farbe; Packung mit 4x20; Abmessungen: 70 mm x 70 mm.",Haftnotizen Form Stern - sortiert,ca366ce2-ee54-34af-afcb-23db042cfe29,de
"Starke Schere mit ergonomisch geformten Gummigriffen; Geeignet für Links- oder Rechtshänder; Klingen aus hochwertigem Edelstahl (Klingengröße: 20,2 cm); 10 Jahre Garantie.",Schere mit Gummigriffen - 202mm,cb2609a4-daff-3762-87df-45a3db84b361,de
"Hochwertiger Bleistift mit ergonomischer Sechskantform und spezieller bruchsicherer, supergebundener Mine für lange Lebensdauer. Radierspitze aus ungiftigen Schwermetallen. Pencil verwendet leichtes, weiches und leicht zu schärfendes Holz aus nachhaltig bewirtschafteten Wäldern. Beinhaltet einen praktischen Radiergummi am Ende; PVC- und latexfreier Radiergummi; HB Abschluss; Packmaße: 50x190x20mm.",Bleistift mit Radiergummi - Packung mit 12 Stück,d16c655a-b352-325c-9633-4a0310df716c,de
"Hochwertiges Mikrofasertuch mit hohem Volumen für zeitsparende, streifenfreie Reinigung bei minimalem Aufwand. Verwenden Sie dieses maschinenwaschbare Whiteboard-Tuch immer wieder, um Ihr Whiteboard sauber zu halten.",Whiteboard Mikrofaser Reinigungstuch,d2569b61-2c6f-331a-82d0-2a3ca4927945,de
"Stilvoller dreieckiger Whiteboard-Marker; Einschussfeder: 3,0mm.",Markierstift - Schwarz,d2600621-501b-3ab2-9231-d9a05e4a05a9,de
"Robustes und elastisches Gummiband mit 80 Prozent reinem Gummi aus nachhaltigen Ressourcen. Größe: 63 x 1,5 mm; Tolle Werttasche mit 200 Gummibändern.",Gummibänder - Beutel von 2000,d2d8edbc-ec5d-3e47-ac4c-6b2df0a32c9f,de
"Dies ist der ideale Schreibtisch-Organizer mit vielen Fächern, in denen alle Stifte aufgeräumt sind. Dieser Stiftbehälter ist nicht nur äußerst nützlich, sondern verleiht Ihrem Schreibtisch auch einen Hauch von Stil. Zedernholz mit schwarzer Oberfläche.",Stifthalter aus Holz,d47f6a1e-17ee-3c84-bf51-4e089dacf7e9,de
Multi-Pack stoßfester Briefkasten aus Polystyrol in attraktiven leuchtenden Farben und modernem Design.,Briefablage - sortiert - 5er Packung,d48381a9-5623-3636-9dbe-51d49470cef6,de
"Attraktiver Büroschrank mit stabiler Stahlkonstruktion zur sicheren Aufbewahrung von Büromaterial und wichtigen Akten. Enthält drei voll verstellbare Stahlregale, die sich ideal für Aktenordner, Ordner mit Hebelbögen und Büroartikel eignen. Starkes Schlüsselverriegelungssystem. Sie können bis zu 22 Ordner oder 10 Ordner pro Regal aufbewahren. Beinhaltet eine fünfjährige Garantie.",Großer Schrank,d6158907-99fe-35e6-8a38-3a73fdb47d50,de
"Farbiges Mehrzweckpapier, ideal zum Kopieren und Drucken von Volumina, geeignet für alle Büromaschinen; in einer großen Auswahl an Farben erhältlich; 80 g / m_",Multifunktionales Druckerpapier - Dunkelgrün - 250 Blatt,d667c617-c850-3b92-b7be-09ae1b3f6e4f,de
Großer Wert 20g Klebestift; Klebstoff für Papier und Pappe; Packung mit 3 Sticks inklusive Namensetiketten; waschbar und ungiftig; - Ideal für Schulkinder.,Mittlerer Klebestift - 20g - Packung mit 3 Stück,d679a84b-ee58-3c3b-a7d8-99e06fbeff1a,de
"Selbstklebende entfernbare Lesezeichen in 5 leuchtenden Farben (Neonorange, Pink, Gelb, Grün und Blau); 25 Noten pro Farbe; Packung mit 5x25; Abmessungen: Jeder Index misst 11,9 mm x 43,1 mm.",Lesezeichen Haftnotizen - sortiert,d75405ab-dc5f-342d-b2c4-d7fb363b87e2,de
Multi-Pack-Dokumentenmappen mit zwei elastischen Bändern und ohne Klappen für eine schnelle Ablage; Rückenbreite: 15mm.,Elastischer Ordner - sortiert - 4er-Packung,d7f9ea3a-a91d-3a54-81f6-fac4380230ca,de
"Premium kabelgebundenes (sidebound) Notebook mit stilvollem, abwischbarem Polypropylen-Cover und silbernem Doppelkabel; hochwertiges weißes 90 g / m_-Papier mit schwachen Linealen; Papiergröße: A5 (105 x 148 mm) (4,125 x 5,875 Zoll); 160 Seiten (80 Blatt) pro Block.",Notizbuch - Violett,d84ca540-ee68-3f70-a6b5-9ea71ae78139,de
Nachfüllbarer Trockenwischbrett-Radiergummi; Kunststoffhalter mit austauschbaren Filzgleitern.,Whiteboard Radierer,da39d499-300e-3105-9350-5b0f6c973bab,de
"Erschwinglicher Hochleistungstacker mit Sicherheitsverschlussgriff; robustes Metallgehäuse für dauerhaften und harten Einsatz in anspruchsvollen Arbeitsumgebungen; geeignet zum Heften von Papier oder Stoff; zur Verwendung mit 23/6, 23/8, 23/10 und 23/13 Heftklammern; 18,2 cm (L) x 30,0 cm (B) x 13,70 cm (H) - Gewicht 0,608 kg; 2 Jahre Garantie.",Wertheftpistole - Silber,daca60bb-1512-34fb-af44-e38e92b97420,de
"Multi-Pack langlebige Papier-Über-Bord-Hebelfeile mit Rückenetikett, zwei Metallringen und verschließbarer Kompressorstange; Verstärkte Unterkante; Daumenloch aus Metall zum einfachen Abrufen aus den Regalen; Rückenbreite: 70mm.",Aktenordner - Sortiert - 5er Packung,db1b2070-3169-3daf-9d52-a016232d5c10,de
"Premium kabelgebundenes (sidebound) Notebook mit stilvollem, abwischbarem Polypropylen-Cover und silbernem Doppelkabel; hochwertiges weißes 90 g / m_-Papier mit schwachen Linealen; Papiergröße: A5 (105 x 148 mm) (4,125 x 5,875 Zoll); 160 Seiten (80 Blatt) pro Block.",Notizbuch - Grün,dd34baf9-e10f-3682-a6da-64fc3d0bb479,de
"Papiertüte mit breitem Blockboden und erweiterbaren Seitenfalten aus 100% recycelbarem Papier. Der Gepäckträger wird mit stabilen, integrierten Griffen geliefert, die eine bequeme Handhabung ermöglichen. Dank seiner hochwertigen Konstruktion kann es auch bei Bedarf gespeichert und wiederverwendet werden. Packung mit 250 Stück. Abmessungen: 8 x 13 x 10 Zoll oder 20,32 x 33,02 x 25,4 cm; Farbe: braun.",Blockboden-Papierträger - Packung mit 250 Stück,de943407-98d1-31d7-a978-bcc6e7bb4b96,de
"Multi-Pack Premium-Laminat-Hebelfeile mit Rückenetikett, zwei Metallringen und abschließbarer Kompressorstange; Verstärkte Unterkante; Daumenloch aus Metall zum einfachen Abrufen aus den Regalen; Rückenbreite: 80mm.",Aktenordner - Schwarz - 5er-Packung,e090b110-de52-3b1d-810a-ebba021e5d45,de
"Packung mit 3 energiesparenden LED-Lampen mit einer Leistung von MR11 3W und einer Helligkeit, die einer 35W-Glühlampe entspricht; EU-Energieeffizienzklasse A +; Gute Wärmeableitungsfunktion, kompatibel mit 99,5% der elektronischen Transformatoren. Bewertet 35000 Stunden Lebensdauer, dauern bis zu 19 Jahre (basierend auf 5 Stunden / Tag Nutzung); 2 JAHRE GARANTIE.",Led Glühbirnen 7W (50W Halogenäquivalent) - 3er Packung,e2bb93ac-f533-3a8b-a768-a2187c5e3ba3,de
"Bunte, realistische Kunstseide Crotons Pflanze (Codiaeum Variegatum). Kommt fertig eingetopft in einen schönen Edelstahltopf wie abgebildet. Beeindruckende Farbvielfalt im Laub. Der Topf wird mit getrocknetem Moos für zusätzlichen Effekt bedeckt.",Büroeinrichtung - 45 cm,e745dd4b-2279-359d-a1bb-23eae343db66,de
"Dieser Hochleistungssuperkleber garantiert in Sekundenschnelle eine starke Haftung auf einer Vielzahl von Oberflächen wie Porzellan, Keramik, Metall, Holz, Glas, vielen Arten von Kunststoffen, Leder, Gummi, Papier und Pappe. der Klebstoff ist transparent und geruchsneutral; Inhalt: 5g.",Sekundenkleber,e8ee2618-4fb2-39ad-96be-87d880aaf93d,de
"Dieser stilvolle silbermetallische Druckkugelschreiber mit Chromverzierung, Stahlfeder und praktischem Taschenclip wird in einer eleganten Geschenkbox geliefert. Kommt mit einer 2-jährigen Garantie. Spitzengröße: 1mm; Tintenfarbe: mattschwarz; wieder auffüllbar.",Silberner Kugelschreiber mit Chromleiste,e96e6eeb-1a0f-320e-9484-dd144236725e,de
"Selbstklebende, repositionierbare Noten, die auf praktisch jeder Oberfläche haften bleiben; Abmessungen: 7,6 cm x 7,6 cm (3 in x 3 in); Packung mit 4 Pads: Neongelb, Neongrün, Neonorange und Neonfuchsie; Jede Packung enthält 100 Blatt.",Haftnotizen - Sortiert - 4er Packung,ea21c314-4da8-3270-be49-bb9e92b514fe,de
"Klarer Allzweckklebstoff - einfach zu verwenden - ideal für zu Hause, im Büro und / oder in der Schule; Klebt viele Materialien schnell und dauerhaft zusammen, seine Klebkraft bleibt vorübergehend korrigierbar und es knittert kein Papier.",Klarer Universalklebstoff,ea8dbe70-64d2-3e98-ac4b-cd89d007c0e2,de
"Zweiteiliger, einfach zu montierender Karton zum Versenden oder Archivieren von A4-Material. BxTxH: 305x215x100mm; Weiß; Packung mit 10 Stück.",Selbstschließende Box - Packung mit 10 Stück,eb0da333-6d5e-3c15-8972-313a26d55954,de
Zuverlässige Lithium-CR2032-Knopfzelle. Packung mit 6 Stück.,Lithium-Batterien CR2032,eb70ee2b-a402-39e1-8992-932090754f06,de
"Die Hochleistungs-Luftpolsterfolie ist ideal zum Polstern und Schützen von großen und sperrigen Gegenständen, bei denen Leichtigkeit und Festigkeit kombiniert werden. Allzweckverpackung, leicht zu schneiden, zu falten und zu verschließen; Blasen von 10 mm Durchmesser und 5 mm Tiefe; Rollengröße 500 mm breit und 10 m lang.",Hochbelastbare Luftpolsterfolie,ebd44cd9-1c0b-3379-bf19-28d4058d56dd,de
"Kompakte und langlebige Hochleistungsklebepistole mit 5 Klebestiften; in nur 2 Minuten einsatzbereit; starker klarer Allzweckklebstoff; Ideal zum Verkleben von Holz, Metall, Stoff, Keramik, Mauerwerk, Leder, Pappe, PVC; ungiftig.",Heißklebepistole inkl. 5 x 12mm Klebesticks,ec1eeb44-63f3-30a9-9e7d-9e8d0adfece3,de
